PID,MS_SubClass,Lot_Frontage,Lot_Area,Street,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Gr_Liv_Area,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Fireplaces,Garage_Area,Mo_Sold,Yr_Sold,SalePrice
528178090,60,112,16451,Pave,1,2,8,5,2003,2690,2,1,4,1,9,1,795,7,2008,370000
528186030,120,62,12677,Pave,5,1,8,5,2003,1518,1,1,1,1,6,1,588,4,2008,274000
528188090,160,36,2448,Pave,4,2,7,5,2003,1626,2,1,2,1,6,0,474,10,2008,155000
528188150,160,36,2448,Pave,4,2,7,5,2003,1626,2,1,2,1,6,0,474,10,2008,154000
528478030,60,75,9375,Pave,1,2,8,5,2003,1992,2,1,3,1,9,1,648,8,2008,250000
528490080,60,64,8791,Pave,1,2,6,5,2003,1728,2,1,3,1,7,0,673,5,2008,207500
531371070,60,68,10110,Pave,1,2,6,5,2003,1696,2,1,3,1,7,0,542,7,2008,188000
531373060,60,67,12774,Pave,1,2,7,5,2003,1663,2,1,3,1,8,0,478,7,2008,192500
531375120,20,66,13695,Pave,1,1,6,5,2003,1114,1,0,3,1,6,0,576,7,2008,155000
907262030,60,65,8158,Pave,1,2,7,5,2003,1768,2,1,3,1,8,0,543,7,2008,224900
907262060,60,41,10905,Pave,1,2,7,5,2003,2327,2,1,4,1,9,1,596,8,2008,240000
907262070,60,72,7226,Pave,1,2,7,5,2003,1640,2,1,3,1,6,0,595,6,2008,183000
907290150,120,37,4435,Pave,5,1,6,5,2003,848,1,0,1,1,3,0,420,3,2008,136500
907405140,60,65,8450,Pave,1,2,7,5,2003,1710,2,1,3,1,8,0,548,2,2008,208500
908128110,60,60,6931,Pave,1,2,7,5,2003,1656,2,1,3,1,7,1,397,7,2008,165400
916455120,20,82,11202,Pave,1,1,8,5,2003,1440,2,0,3,1,7,1,467,6,2008,232500
916477020,60,85,12244,Pave,1,2,8,5,2003,2262,2,1,4,1,10,2,749,8,2008,305000
528166150,60,110,14277,Pave,1,2,8,5,2003,2385,2,1,3,1,7,1,818,1,2007,350000
528168040,60,93,11999,Pave,1,2,8,5,2003,2374,2,1,4,1,10,1,656,5,2007,285000
528188160,120,48,3242,Pave,5,1,7,5,2003,1405,2,0,2,1,6,1,478,3,2007,200000
528250070,60,63,7875,Pave,1,2,7,5,2003,1948,2,1,4,1,8,1,434,7,2007,211000
531375140,20,60,12450,Pave,1,1,5,5,2003,1094,1,0,3,1,6,0,576,5,2007,149000
907192120,20,72,10665,Pave,1,1,7,5,2003,1479,2,0,3,1,7,0,558,6,2007,226000
907192150,60,72,11317,Pave,1,2,7,5,2003,1668,2,1,3,1,8,0,500,9,2007,180000
907260050,60,70,8749,Pave,1,2,7,5,2003,1932,2,1,3,1,7,1,610,6,2007,213000
907290140,120,36,4435,Pave,5,1,6,5,2003,848,1,0,1,1,3,0,420,11,2007,131500
907401060,60,65,8200,Pave,1,2,7,5,2003,1928,2,1,4,1,8,1,434,7,2007,219500
907405130,20,65,8450,Pave,1,1,7,5,2003,1337,2,0,3,1,6,0,531,10,2007,185000
528142110,20,90,12378,Pave,1,1,9,5,2003,1944,2,0,3,1,8,3,708,11,2006,360000
528164040,20,72,11846,Pave,1,1,9,5,2003,1792,2,0,2,1,6,1,874,8,2006,374000
528250060,60,63,7875,Pave,1,2,7,5,2003,1509,2,1,3,1,8,1,393,7,2006,180000
907290160,120,37,4435,Pave,5,1,6,5,2003,848,1,0,1,1,4,0,420,4,2006,133000
907401050,20,70,8810,Pave,1,1,7,5,2003,1390,2,0,3,1,7,0,545,3,2006,207000
907405030,20,70,9135,Pave,1,1,6,5,2003,1700,2,0,3,1,7,0,544,5,2006,200000
908128100,60,62,7162,Pave,1,2,7,5,2003,1724,2,1,3,1,8,1,616,5,2006,196500
908178050,60,90,11060,Pave,1,2,7,5,2003,2314,2,1,3,1,9,1,502,2,2006,229000
528176070,60,105,13650,Pave,1,2,8,5,2002,2250,2,1,3,1,7,1,756,6,2010,320000
534102025,20,80,8000,Pave,1,1,7,5,2002,1492,2,0,3,1,6,1,596,4,2010,230000
916455170,60,80,11316,Pave,1,2,7,5,2002,1894,2,1,4,1,8,1,510,2,2010,214900
916475110,60,85,14191,Pave,1,2,8,5,2002,1908,2,1,4,1,9,0,431,4,2010,202900
528186010,20,129,16770,Pave,1,1,8,5,2002,1712,2,0,3,1,8,1,701,9,2009,286500
907192030,60,68,8935,Pave,1,2,7,5,2002,1660,2,1,3,1,7,0,493,7,2009,195000
907192090,20,67,9808,Pave,1,1,7,5,2002,1573,2,0,3,1,6,0,544,3,2009,227000
907194160,20,65,10739,Pave,1,1,7,5,2002,1444,2,0,3,1,6,0,577,4,2009,203000
907250070,20,90,11664,Pave,1,1,7,5,2002,1611,2,0,3,1,6,0,1231,9,2009,250000
907192130,20,88,12803,Pave,1,1,7,5,2002,1494,2,0,3,1,6,1,530,9,2008,221000
907250020,20,75,9742,Pave,1,1,8,5,2002,1795,2,0,3,1,7,1,534,9,2008,230000
907405020,20,70,9135,Pave,1,1,7,5,2002,1536,2,0,3,1,7,0,532,12,2008,214000
907260040,20,70,8749,Pave,1,1,7,5,2002,1459,2,0,3,1,6,1,527,9,2007,192000
907262020,60,65,8158,Pave,1,2,7,5,2002,1729,2,1,3,1,7,0,542,8,2007,200000
907280100,20,90,11248,Pave,1,1,9,5,2002,1668,2,0,3,1,7,1,702,7,2007,285000
914460020,20,80,10000,Pave,1,1,5,5,2002,1392,2,0,3,1,6,1,650,12,2007,215000
914460110,20,44,12864,Pave,1,1,7,5,2002,1409,1,1,1,1,4,1,576,7,2007,245000
916455150,20,80,11305,Pave,1,1,8,5,2002,1922,2,0,2,1,6,1,692,4,2007,282000
916475020,20,85,14536,Pave,1,1,8,5,2002,1629,2,0,3,1,9,1,808,11,2007,270000
527427210,120,26,8773,Pave,5,1,6,5,2002,1419,2,0,2,1,4,0,543,9,2006,190000
907192010,60,95,13450,Pave,1,2,7,5,2002,1861,2,1,3,1,8,0,492,6,2006,200000
907194130,60,65,14006,Pave,1,2,7,5,2002,1776,2,1,3,1,7,1,474,2,2006,192500
907251100,60,90,11367,Pave,1,2,8,5,2002,1989,2,1,3,1,7,1,586,11,2006,255000
907262080,60,70,8726,Pave,1,2,7,5,2002,1909,2,1,4,1,8,0,529,9,2006,197000
916475100,20,85,14331,Pave,1,1,8,5,2002,1800,2,0,3,1,7,1,765,5,2006,312500
527127150,120,41,4920,Pave,5,1,8,5,2001,1338,2,0,2,1,6,0,582,4,2010,213500
531385020,20,65,8529,Pave,1,1,7,5,2001,1434,2,0,3,1,6,1,527,4,2009,189000
534177230,60,70,8400,Pave,1,2,8,6,2001,1665,2,1,3,1,6,0,528,11,2009,227000
907194010,60,79,12420,Pave,1,2,7,5,2001,1840,2,1,3,1,6,0,622,6,2009,230000
907194110,20,67,16285,Pave,1,1,7,5,2001,1430,2,0,3,1,6,0,605,6,2009,187100
907196060,20,75,11166,Pave,1,1,7,5,2001,1492,2,0,3,1,6,1,608,7,2009,201000
907290070,20,70,9100,Pave,1,1,7,5,2001,1212,2,0,3,1,6,0,573,6,2009,178000
914474070,60,71,12209,Pave,1,2,6,5,2001,1961,2,1,3,1,7,1,560,6,2009,215000
527127140,120,41,4923,Pave,5,1,8,5,2001,1593,1,1,0,1,5,1,682,8,2008,286000
528178070,60,130,16900,Pave,1,2,8,5,2001,2649,2,1,4,1,10,1,746,1,2008,421250
531385060,60,65,8450,Pave,1,2,6,5,2001,1677,2,1,3,1,7,0,627,9,2008,190500
533215040,120,42,4385,Pave,5,1,9,5,2001,1419,1,1,2,1,5,1,588,9,2008,290000
533234020,60,79,10646,Pave,1,2,7,5,2001,1789,2,1,3,1,7,1,546,6,2008,223000
907194020,60,80,12435,Pave,1,2,7,5,2001,1792,2,1,3,1,7,1,564,5,2008,231500
907196050,60,68,11250,Pave,1,2,7,5,2001,1786,2,1,3,1,6,1,608,9,2008,223500
527427160,120,33,4113,Pave,5,1,6,5,2001,1337,2,0,2,1,5,1,511,7,2007,155000
907192020,60,68,9543,Pave,1,2,7,5,2001,1690,2,1,3,1,7,0,517,2,2007,190550
533242030,20,60,7180,Pave,1,1,8,5,2001,1568,2,0,3,1,6,1,564,9,2006,221000
907196020,20,118,13704,Pave,1,1,7,5,2001,1541,2,0,3,1,6,1,843,1,2006,205000
914474020,20,70,9116,Pave,1,1,8,5,2001,1491,2,0,3,1,7,0,490,5,2006,209000
533244030,60,68,7379,Pave,1,2,8,5,2000,1848,2,1,3,1,7,1,592,4,2010,254000
527131030,120,40,5664,Pave,5,1,8,5,2000,1659,2,0,2,1,5,1,499,10,2009,278000
528290120,60,60,8123,Pave,1,2,6,5,2000,1800,2,1,3,1,7,1,463,6,2009,179000
528290180,60,42,8433,Pave,1,2,6,5,2000,1514,2,1,3,1,7,1,394,6,2009,190000
528327070,60,106,12720,Pave,1,2,8,5,2000,2687,2,1,4,1,10,2,810,9,2009,327000
533221040,160,34,2998,Pave,5,2,6,5,2000,1512,2,1,2,1,4,0,440,8,2009,180000
907290090,20,75,9750,Pave,1,1,7,5,2000,1630,2,0,3,1,6,1,451,10,2009,213000
914465020,60,75,10125,Pave,1,2,8,5,2000,2052,2,1,3,1,7,1,642,5,2009,251000
528280130,60,93,10261,Pave,1,2,6,5,2000,1792,2,1,3,1,8,1,451,5,2008,186500
528280180,60,71,8220,Pave,1,2,7,5,2000,1892,2,1,3,1,8,1,431,7,2008,226750
528326030,60,84,14260,Pave,1,2,8,5,2000,2198,2,1,4,1,9,1,836,12,2008,250000
907181120,60,68,8998,Pave,1,2,7,5,2000,1652,2,1,3,1,6,0,532,6,2008,207500
907196040,60,75,12192,Pave,1,2,7,5,2000,1823,2,1,3,1,6,0,626,5,2008,235000
527126030,120,41,5330,Pave,5,1,8,5,2000,1652,2,0,2,1,6,0,499,8,2007,251000
528290170,60,58,9487,Pave,1,2,6,5,2000,1690,2,1,3,1,7,1,442,6,2007,187000
531385070,20,65,8450,Pave,1,1,7,5,2000,1349,2,0,3,1,6,0,539,12,2007,179000
533221060,160,24,2117,Pave,4,2,6,5,2000,1573,2,1,3,1,4,0,440,9,2007,177000
528240080,60,106,11194,Pave,1,2,8,5,2000,1936,2,1,3,1,7,1,504,11,2006,230500
528290140,60,58,10852,Pave,1,2,6,5,2000,1671,2,1,3,1,7,1,472,2,2006,173000
528315080,60,83,9545,Pave,1,2,8,5,2000,2234,2,1,3,1,7,1,768,6,2006,300000
907175030,20,70,9100,Pave,1,1,7,5,2000,1525,2,0,3,1,6,0,541,9,2006,235000
527162130,60,60,7500,Pave,1,2,7,5,1999,1804,2,1,3,1,7,1,442,6,2010,189000
527427230,120,26,5858,Pave,5,1,7,5,1999,1337,2,0,2,1,5,1,511,6,2010,184000
528328100,60,108,14774,Pave,1,2,9,5,1999,2599,2,1,4,1,10,1,779,5,2010,333168
528382020,60,92,11764,Pave,1,2,8,7,1999,2270,2,1,4,1,9,1,671,4,2010,290000
533223020,160,24,2572,Pave,4,2,7,5,1999,1416,2,1,3,1,6,0,484,5,2010,155000
528315090,60,82,9430,Pave,1,2,8,5,1999,2365,2,1,3,1,8,1,856,7,2009,337000
533213040,160,34,3230,Pave,5,2,6,5,1999,1471,2,1,3,1,6,0,440,3,2009,172500
533223030,160,35,3768,Pave,5,2,7,5,1999,1452,2,1,3,1,6,0,506,9,2009,156000
533236050,160,24,2645,Pave,4,2,8,5,1999,1739,2,1,3,1,7,0,480,8,2009,172500
907180130,20,78,10335,Pave,1,1,7,5,1999,1501,2,0,3,1,6,0,577,6,2009,204000
907181100,20,68,9017,Pave,1,1,7,5,1999,1431,2,0,3,1,6,0,666,9,2009,192000
907275010,20,90,15750,Pave,1,1,8,5,1999,1513,2,0,2,1,5,1,521,6,2009,220000
528292060,60,41,12460,Pave,1,2,7,5,1999,2322,2,1,4,1,8,1,400,5,2008,225000
528294060,60,77,8390,Pave,1,2,7,5,1999,1651,2,1,3,1,7,1,450,5,2008,185900
533213070,160,24,2280,Pave,4,2,7,5,1999,1501,2,1,3,1,6,0,440,8,2008,179400
533213120,160,24,2280,Pave,4,2,6,5,1999,1549,2,1,3,1,6,0,440,4,2008,172900
533215070,120,35,4109,Pave,5,1,9,5,1999,1557,2,0,2,1,5,1,484,6,2008,305000
533215080,120,50,5119,Pave,5,1,9,5,1999,1709,2,0,2,1,5,1,506,1,2008,328900
533217050,160,24,2160,Pave,4,2,7,5,1999,1252,2,1,2,1,4,0,462,3,2008,160000
533236060,160,24,2645,Pave,4,2,8,5,1999,1586,2,1,3,1,7,0,480,12,2008,170000
533236070,160,24,2645,Pave,4,2,8,5,1999,1607,2,1,3,1,7,0,480,12,2008,200000
907181140,60,68,9179,Pave,1,2,7,5,1999,1790,2,1,3,1,7,0,588,6,2008,193000
907187080,20,93,9382,Pave,1,1,7,5,1999,1479,2,0,3,1,6,0,577,7,2008,191000
907254020,60,73,9066,Pave,1,2,8,5,1999,1852,2,1,3,1,7,2,660,12,2008,230000
907265100,60,96,11690,Pave,1,2,8,5,1999,1764,2,1,3,1,7,1,560,6,2008,207000
527162140,60,60,7500,Pave,1,2,6,5,1999,2299,3,1,5,1,7,1,482,8,2007,204000
528280110,60,62,7917,Pave,1,2,6,5,1999,1647,2,1,3,1,7,1,460,8,2007,175000
528294010,60,59,9649,Pave,1,2,6,5,1999,1644,2,1,3,1,7,1,460,5,2007,185000
533213130,160,24,2280,Pave,4,2,6,5,1999,1501,2,1,3,1,6,1,440,9,2007,176500
533213140,160,34,3230,Pave,5,2,6,5,1999,1458,2,1,2,1,5,1,440,6,2007,176000
533236040,160,24,2645,Pave,4,2,8,5,1999,1441,2,1,2,1,5,0,492,11,2007,174000
533242080,20,73,7321,Pave,1,1,7,5,1999,1358,2,0,3,1,5,0,625,12,2007,204000
907187040,60,47,10820,Pave,1,2,7,5,1999,1873,2,1,3,1,7,1,597,3,2007,235500
907295040,20,73,17227,Pave,1,1,8,5,1999,1341,1,1,1,1,5,1,482,1,2007,246900
528294070,60,66,8738,Pave,1,2,7,5,1999,2291,2,1,4,1,8,1,429,2,2006,230000
533223010,160,35,3735,Pave,5,2,7,5,1999,1452,2,1,3,1,6,0,506,3,2006,183900
907180120,20,78,10264,Pave,1,1,7,5,1999,1588,2,0,3,1,6,0,472,8,2006,214000
907181090,60,68,9272,Pave,1,2,7,5,1999,1749,2,1,3,1,7,0,515,6,2006,196000
907187010,60,72,13426,Pave,1,2,7,5,1999,1779,2,1,3,1,7,1,586,9,2006,217000
907254050,60,45,9468,Pave,1,2,6,5,1999,1755,2,1,3,1,7,1,530,8,2006,214000
907270050,60,67,10566,Pave,1,2,8,5,1999,2214,2,1,3,1,8,1,646,7,2006,268500
527105030,60,78,9978,Pave,1,2,6,6,1998,1604,2,1,3,1,7,1,470,6,2010,195500
527166040,60,63,8402,Pave,1,2,6,5,1998,1465,2,1,3,1,7,1,393,5,2010,180400
528344070,60,60,17433,Pave,1,2,8,5,1998,2475,2,1,4,1,7,1,962,1,2010,355000
528382030,60,58,16770,Pave,1,2,7,5,1998,1839,2,1,4,1,7,0,486,6,2010,221000
907185060,60,70,8750,Pave,1,2,6,5,1998,1682,2,1,3,1,7,0,523,6,2010,200500
907290040,20,48,12137,Pave,1,1,7,5,1998,1661,2,0,3,1,6,0,598,5,2010,224900
914467040,60,85,11050,Pave,1,2,8,5,1998,1916,2,1,3,1,8,1,741,5,2010,254900
527132090,120,61,7380,Pave,1,1,8,5,1998,1478,2,0,2,1,5,0,495,7,2009,240000
527162110,60,74,10141,Pave,1,2,7,5,1998,1718,2,1,3,1,7,1,427,12,2009,185000
527162120,60,60,7500,Pave,1,2,6,5,1998,1636,2,1,3,1,7,1,440,10,2009,191000
528344100,60,98,12203,Pave,1,2,8,5,1998,2612,2,1,4,1,8,1,676,7,2009,336000
534175080,20,78,10140,Pave,1,1,7,5,1998,1680,2,0,3,1,7,1,583,6,2009,213250
907131190,20,65,14753,Pave,1,1,7,5,1998,1463,2,0,3,1,5,0,539,12,2009,207000
907175100,60,80,10400,Pave,1,2,7,5,1998,1779,2,1,3,1,6,0,546,3,2009,197900
907185050,60,70,8750,Pave,1,2,6,5,1998,1772,2,1,3,1,7,1,492,4,2009,200000
923203110,120,32,4500,Pave,5,1,6,5,1998,1204,2,0,2,1,5,0,412,6,2009,162000
527106140,60,59,9535,Pave,1,2,6,5,1998,1604,2,1,3,1,7,0,472,5,2008,195500
527106150,60,59,9042,Pave,1,2,6,5,1998,1638,2,1,3,1,7,2,472,7,2008,192000
527162180,60,73,11184,Pave,1,2,6,5,1998,1633,2,1,3,1,7,1,460,4,2008,183000
527427110,120,34,4060,Pave,5,1,6,5,1998,1337,2,0,2,1,5,0,511,8,2008,181000
528315110,60,80,9200,Pave,1,2,8,5,1998,2630,2,1,4,1,8,1,696,6,2008,315000
528346050,20,136,11675,Pave,1,1,8,5,1998,2006,2,0,2,1,5,1,938,7,2008,350000
533236090,160,36,3951,Pave,5,2,10,5,1998,2393,2,1,2,1,7,1,846,2,2008,345000
907187030,60,57,8924,Pave,1,2,7,5,1998,1724,2,1,3,1,8,0,527,7,2008,188000
907254090,60,75,11404,Pave,1,2,7,5,1998,2031,2,1,3,1,8,1,541,7,2008,222500
528340030,60,89,10557,Pave,1,2,9,5,1998,3078,2,1,4,1,9,1,806,7,2007,410000
528344020,60,74,11002,Pave,1,2,8,5,1998,2582,2,1,4,1,9,1,758,1,2007,322500
528348030,60,83,10790,Pave,1,2,7,5,1998,2385,2,1,4,1,8,1,600,5,2007,252000
533244040,60,106,8413,Pave,1,2,8,5,1998,2362,2,1,3,1,8,2,1105,6,2007,312500
907187060,60,43,12352,Pave,1,2,7,5,1998,1753,2,1,3,1,7,1,534,3,2007,217000
907270040,60,66,16226,Pave,1,2,8,5,1998,2452,2,1,4,1,9,1,683,5,2007,267000
527166030,60,63,9084,Pave,1,2,7,5,1998,1632,2,1,3,1,8,1,462,6,2006,176500
528315070,60,84,9660,Pave,1,2,8,5,1998,1976,2,1,3,1,7,1,885,2,2006,286000
528344060,60,78,12011,Pave,1,2,8,5,1998,1924,2,1,3,1,7,1,592,6,2006,280000
528348010,60,93,12090,Pave,1,2,8,5,1998,2263,2,1,4,1,10,1,420,7,2006,258000
907285010,60,90,11250,Pave,1,2,7,5,1998,1939,2,1,3,1,8,1,555,5,2006,227000
907290020,60,75,9750,Pave,1,2,7,6,1998,2097,2,1,3,1,8,1,583,6,2006,274300
923203090,120,32,4500,Pave,4,1,6,5,1998,1216,2,0,2,1,5,0,402,5,2006,164000
923203100,120,32,4500,Pave,5,1,6,5,1998,1337,2,0,2,1,5,0,405,3,2006,153500
527105010,60,74,13830,Pave,1,2,5,5,1997,1629,2,1,3,1,6,1,482,3,2010,189900
907280040,60,75,9375,Pave,1,2,7,5,1997,2098,2,1,4,1,9,1,621,4,2010,240000
527105070,60,88,10179,Pave,1,2,6,5,1997,1608,2,1,3,1,7,1,470,7,2009,189500
907130100,60,65,15426,Pave,1,2,6,5,1997,1764,2,1,3,1,7,0,470,8,2009,231500
907280170,20,70,8750,Pave,1,1,7,5,1997,1417,2,0,3,1,7,1,511,8,2009,210000
527105050,60,72,8702,Pave,1,2,6,5,1997,1604,2,1,3,1,7,1,470,4,2008,187500
527131110,120,45,6264,Pave,1,1,8,5,1997,1682,1,1,1,1,6,1,528,7,2008,247900
527161010,60,100,10839,Pave,1,2,6,5,1997,1604,2,1,3,1,7,1,470,7,2008,181000
906476030,60,79,12798,Pave,1,2,6,5,1997,1688,2,1,4,1,8,0,603,5,2008,200000
907295020,20,75,13125,Pave,1,1,6,5,1997,1493,2,0,3,1,7,1,508,4,2008,208900
923203140,120,32,4500,Pave,5,1,6,5,1997,1189,2,0,2,1,4,0,392,4,2008,160500
527110120,60,57,8773,Pave,1,2,6,5,1997,1600,2,1,3,1,7,1,460,8,2007,169000
527427200,120,26,10943,Pave,5,1,6,5,1997,1337,2,0,2,1,5,1,522,10,2007,177000
528322020,60,100,12191,Pave,1,2,8,5,1997,2551,2,1,4,1,8,2,925,6,2007,384500
533241030,60,66,7399,Pave,1,2,7,5,1997,1950,2,1,3,1,7,1,576,6,2007,239000
907131060,60,57,10021,Pave,1,2,6,6,1997,1308,2,1,3,1,6,0,497,5,2007,175000
907180040,60,69,9337,Pave,1,2,6,5,1997,1786,2,1,3,1,7,0,684,5,2007,204750
527105060,60,60,8238,Pave,1,2,6,5,1997,1525,2,1,3,1,6,1,400,5,2006,183500
527107240,60,70,11207,Pave,1,2,6,5,1997,1511,2,1,3,1,8,1,413,6,2006,185000
528315030,60,82,9452,Pave,1,2,8,5,1997,2392,2,1,3,1,7,1,870,6,2006,348000
531379030,60,70,8304,Pave,1,2,6,5,1997,1837,2,1,3,1,7,0,688,7,2006,187000
533241010,60,114,8314,Pave,1,2,7,5,1997,1694,2,1,3,1,6,1,434,11,2006,200000
907175060,20,79,9236,Pave,1,1,6,5,1997,1494,2,0,3,1,6,0,576,7,2006,217000
528358010,20,59,10593,Pave,1,1,7,5,1996,1720,2,0,3,1,7,1,527,3,2010,260400
905109130,60,80,14000,Pave,1,2,7,5,1996,2260,2,1,3,1,7,0,533,4,2010,328000
528354050,60,79,10208,Pave,1,2,7,5,1996,2344,2,1,3,1,7,1,889,7,2009,265000
531379050,60,43,11492,Pave,1,2,7,5,1996,2122,2,1,4,1,8,1,559,4,2009,220000
907126010,20,82,12464,Pave,1,1,5,5,1996,1040,1,0,3,1,6,0,576,11,2009,152000
907131090,60,43,10667,Pave,1,2,7,6,1996,1661,2,1,3,1,6,1,550,4,2009,212000
907275090,20,73,11883,Pave,1,1,7,5,1996,1504,2,0,3,1,6,1,478,6,2009,203000
907285050,60,70,8750,Pave,1,2,7,5,1996,1716,2,1,2,1,7,1,512,7,2009,191000
527107090,20,53,14137,Pave,1,1,5,5,1996,1384,2,0,3,1,7,0,404,11,2008,177900
527107210,60,57,21872,Pave,1,2,7,5,1996,1446,2,1,3,1,6,1,406,8,2008,175000
528354100,60,97,10990,Pave,1,2,7,5,1996,2125,2,1,4,1,12,2,576,6,2008,279500
533250050,120,38,14963,Pave,5,1,8,5,1996,1288,1,1,1,1,4,2,500,12,2008,245500
527162080,60,63,7875,Pave,1,2,7,5,1996,1553,2,1,3,1,6,0,420,8,2007,178750
528320050,60,160,15623,Pave,1,2,10,5,1996,4476,3,1,4,1,10,2,813,7,2007,745000
528354060,60,92,9920,Pave,1,2,7,5,1996,2013,2,1,3,1,8,1,455,6,2007,269790
528354110,60,95,11787,Pave,1,2,7,5,1996,2398,2,1,3,1,8,1,834,8,2007,315750
528376010,60,82,9044,Pave,1,2,8,5,1996,2538,2,1,4,1,8,1,933,5,2007,330000
907135080,20,70,16561,Pave,1,1,5,5,1996,1097,1,1,3,1,6,0,242,7,2007,147900
527107120,60,54,9783,Pave,1,2,6,5,1996,1776,2,1,3,1,7,1,443,5,2006,202000
907125080,20,95,13015,Pave,1,1,5,6,1996,1100,1,1,3,1,5,0,462,6,2006,145000
527146030,120,39,5389,Pave,5,1,8,5,1995,1616,2,0,2,1,5,1,608,3,2010,236500
527146010,120,57,8013,Pave,5,1,8,5,1995,1734,2,0,2,1,6,0,528,9,2009,239500
528321010,60,174,15138,Pave,1,2,8,5,1995,2794,2,1,4,1,9,1,810,7,2009,403000
528385050,60,79,9085,Pave,1,2,7,5,1995,2061,2,1,3,1,7,1,647,11,2009,260000
906223210,60,80,9828,Pave,1,2,8,5,1995,2020,2,1,3,1,8,1,466,6,2009,239500
527106050,60,65,8139,Pave,1,2,6,5,1995,1470,2,1,3,1,7,1,420,10,2008,165000
528363110,20,91,10437,Pave,1,1,8,6,1995,2113,2,1,2,1,7,1,839,8,2008,350000
531382090,60,65,8453,Pave,1,2,6,5,1995,1609,2,1,3,1,6,0,525,4,2008,182000
533250110,120,22,11064,Pave,5,1,8,5,1995,1239,1,1,1,1,4,1,477,8,2008,217500
907135020,20,75,9525,Pave,1,1,5,6,1995,1099,1,1,3,1,6,0,352,6,2008,144000
527162090,20,63,7875,Pave,1,1,7,5,1995,1253,2,0,3,1,6,1,402,6,2007,176000
528358040,60,82,9950,Pave,1,2,7,5,1995,2520,2,1,4,1,9,1,721,6,2007,290000
528364110,60,65,12257,Pave,1,2,8,5,1995,2531,2,1,4,1,9,1,752,11,2007,290000
907130060,20,105,11249,Pave,1,1,6,5,1995,1200,2,0,3,1,6,0,521,8,2007,177500
907285040,60,80,10000,Pave,1,2,8,5,1995,2090,2,1,3,1,8,1,556,12,2007,240000
528320060,60,118,35760,Pave,1,2,10,5,1995,3627,3,1,4,1,10,1,807,7,2006,625000
528358030,60,83,10019,Pave,1,2,8,5,1995,2726,2,1,4,1,9,1,725,6,2006,350000
533250130,120,30,9549,Pave,5,1,8,5,1995,1494,1,1,2,1,6,1,481,4,2006,270000
907130110,60,65,12438,Pave,1,2,6,5,1995,1499,2,1,3,1,6,1,473,8,2006,187000
907135230,20,43,13568,Pave,1,1,5,5,1995,990,1,0,3,1,5,0,576,7,2006,156000
907285100,60,90,11250,Pave,1,2,7,5,1995,1995,2,1,4,1,8,1,610,7,2006,237000
528363130,60,98,12256,Pave,1,2,8,5,1994,2622,2,1,3,1,9,2,712,4,2010,325000
924151040,20,76,9892,Pave,1,1,8,5,1994,1803,2,1,3,1,6,2,482,2,2010,285000
527164090,60,65,8125,Pave,1,2,6,5,1994,1481,2,1,3,1,6,1,343,3,2009,174000
528390100,60,52,46589,Pave,1,2,8,7,1994,2448,2,1,4,1,8,1,711,7,2009,402000
531452260,60,70,9109,Pave,1,2,7,5,1994,1540,2,1,3,1,6,0,495,10,2009,184000
907126050,20,65,9757,Pave,1,1,5,7,1994,990,1,0,3,1,5,0,440,10,2009,143000
907135040,20,112,10859,Pave,1,1,5,5,1994,1097,1,1,3,1,6,0,672,6,2009,145000
907135170,20,60,8072,Pave,1,1,5,5,1994,990,1,0,3,1,5,0,480,5,2009,138000
528387050,60,81,10944,Pave,1,2,7,5,1994,2127,2,1,3,1,5,2,525,8,2008,271000
528390020,20,91,14303,Pave,1,1,8,5,1994,1987,2,0,2,1,7,1,691,8,2008,301500
531382120,20,65,8125,Pave,1,1,6,5,1994,1679,2,0,3,1,7,1,575,10,2008,193500
531384030,60,43,14565,Pave,1,2,7,5,1994,1657,2,1,3,1,6,0,483,11,2008,189000
906223110,20,80,9938,Pave,1,1,7,5,1994,1626,2,1,3,1,7,1,534,4,2008,226500
907126030,20,65,9750,Pave,1,1,5,7,1994,990,1,0,3,1,5,0,528,8,2008,155000
907135260,20,57,9245,Pave,1,1,5,5,1994,990,1,0,3,1,5,0,672,2,2008,145000
907285080,60,70,8750,Pave,1,2,7,5,1994,1908,2,1,4,1,8,1,493,7,2008,210000
528351010,60,104,21535,Pave,1,2,10,6,1994,4316,3,1,4,1,10,2,832,1,2007,755000
531380110,60,70,8462,Pave,1,2,6,5,1994,1721,2,1,3,1,7,0,471,7,2007,201000
533250190,120,50,9466,Pave,5,1,8,5,1994,1494,1,1,1,1,5,1,478,5,2007,279700
906223040,60,75,9317,Pave,1,2,7,5,1994,1958,2,1,3,1,7,1,499,7,2007,220000
907125120,20,65,8775,Pave,1,1,5,5,1994,990,1,0,3,1,5,0,299,4,2007,126000
907135050,20,60,8428,Pave,1,1,5,7,1994,990,1,0,3,1,5,0,384,7,2007,146000
907275080,20,73,11927,Pave,1,1,8,5,1994,1592,2,0,3,1,7,1,484,6,2007,228000
527146135,160,68,13108,Pave,1,2,8,5,1994,2687,2,1,4,1,9,0,618,12,2006,270000
528365090,60,92,10120,Pave,1,2,8,5,1994,2526,2,1,4,1,8,1,844,12,2006,290000
